buoy,date,depth,temperature,salinity,sigma_t
M01,2019-08-01,100,7.02314247311828,33.400940482526885,26.15601347311828
M01,2019-08-01,996921e31,8.952165456989247,34.44545405241936,26.691769405913977
M01,2019-09-01,1,15.718909722222222,32.30512234375,23.736190772222223
M01,2019-09-01,20,14.188694444444444,32.4271327125,24.1519717
M01,2019-09-01,50,9.747830319888735,32.95896926703755,25.395881471488178
M01,2019-09-01,100,7.499025,33.38778889583333,26.079180359722223
M01,2019-09-01,996921e31,9.105935804195804,34.49189656503496,26.70358595944056
M01,2019-10-01,1,13.160168123739071,32.58805398924008,24.490879422999328
M01,2019-10-01,20,12.997402422611037,32.655150803499325,24.575625951547778
M01,2019-10-01,50,10.78412634408602,33.08262090322581,25.317145423387096
M01,2019-10-01,100,7.838710990502035,33.49900391451832,26.117114751696064
M01,2019-10-01,996921e31,9.125767388362652,34.48134778213802,26.692128606224628
M01,2019-11-01,1,10.9943125,32.933374408333336,25.16502167361111
M01,2019-11-01,20,11.006180555555556,32.976540594444444,25.19649339861111
M01,2019-11-01,50,11.0585,33.0626826890625,25.2547309875
M01,2019-11-01,100,9.37798331015299,33.79671229763561,26.111214945757997
M01,2019-11-01,996921e31,9.051581058495822,34.42136164623955,26.657056194986072
M01,2019-12-01,1,8.751485215053764,32.84158883400538,25.4638884375
M01,2019-12-01,20,8.769112903225807,32.881653775537636,25.492562358870966
M01,2019-12-01,50,8.806455108359133,32.92705354643963,25.523413102167183
M01,2019-12-01,100,9.755443548387097,33.69106525268817,25.970831471774193
M01,2019-12-01,996921e31,9.240646963562753,34.40313175438597,26.612114661268556
M01,2020-01-01,1,6.560344989912576,32.218739251513114,25.283132778076663
M01,2020-01-01,20,6.610869623655914,32.26911794489247,25.316275772849462
M01,2020-01-01,50,7.227353494623656,32.52599102688172,25.436433939516128
M01,2020-01-01,100,9.799717741935483,33.8226966639785,26.066514764784944
M01,2020-01-01,996921e31,9.228350810810811,34.379283695945944,26.595644463513512
M01,2020-02-01,1,4.677260775862069,31.716216563218392,25.105969257183908
M01,2020-02-01,20,4.751298850574712,31.78706124137931,25.154033458333334
M01,2020-02-01,50,5.539816091954023,32.10161602011494,25.3109418204023
M01,2020-02-01,100,8.536262931034482,33.39776808333333,25.929138706896552
M01,2020-02-01,996921e31,9.248775652173913,34.34889017536232,26.568508189855073
M01,2020-03-01,1,5.031418682795699,32.10985636895161,25.381124293682795
M01,2020-03-01,20,5.00198252688172,32.147888438172046,25.41450117607527
M01,2020-03-01,50,5.02340188172043,32.16674759408602,25.427107974462366
M01,2020-03-01,100,6.321150537634408,32.685172791666666,25.68115989516129
